year, uni, subject, num
2007,"The University of Huddersfield","Technologies",80
2007,"The University of Huddersfield","Architecture, Building and Planning",260
2007,"The University of Huddersfield","Social Studies",970
2007,"The University of Huddersfield","Law",985
2007,"The University of Huddersfield","Business and Admin studies",2455
2007,"The University of Huddersfield","Mass Communication and Documentation",715
2007,"The University of Huddersfield","Linguistics, Classics and related",400
2007,"The University of Huddersfield","History and Philosophical studies",240
2007,"The University of Huddersfield","Creative Arts and Design",2815
2007,"The University of Huddersfield","Education",610
2007,"The University of Huddersfield","Combined arts",760
2007,"The University of Huddersfield","Combined sciences",475
2007,"The University of Huddersfield","Combined social sciences",230
2007,"The University of Huddersfield","Sciences combined with Social Sciences or Arts",1735
2007,"The University of Huddersfield","Social Sciences combined with Arts",340
2007,"The University of Huddersfield","General, other combined and unknown",185
2007,"The University of Hull","Subjects allied to Medicine",450
2007,"The University of Hull","Biological Sciences",2245
2007,"The University of Hull","Physical Sciences",1030
2007,"The University of Hull","Engineering",430
2007,"The University of Hull","Computer Sciences",665
2007,"The University of Hull","Technologies",275
2007,"The University of Hull","Social Studies",1575
2007,"The University of Hull","Law",1355
2007,"The University of Hull","Business and Admin studies",1965
2007,"The University of Hull","Linguistics, Classics and related",350
2007,"The University of Hull","European Languages, Literature and related",295
2007,"The University of Hull","Non-European Languages, Literature and related",140
2007,"The University of Hull","History and Philosophical studies",720
2007,"The University of Hull","Creative Arts and Design",875
2007,"The University of Hull","Education",775
2007,"The University of Hull","Combined arts",1035
2007,"The University of Hull","Combined sciences",425
2007,"The University of Hull","Combined social sciences",220
2007,"The University of Hull","Sciences combined with Social Sciences or Arts",775
2007,"The University of Hull","Social Sciences combined with Arts",355
2007,"The University of Hull","General, other combined and unknown",25
2007,"Hull College","Subjects allied to Medicine",15
2007,"Hull College","Biological Sciences",40
2007,"Hull College","Computer Sciences",20
2007,"Hull College","Business and Admin studies",20
2007,"Hull College","Mass Communication and Documentation",5
2007,"Hull College","Creative Arts and Design",745
2007,"Hull College","Sciences combined with Social Sciences or Arts",5
2007,"Hull York Medical School","Medicine and Dentistry",985
2007,"Imperial College London","Medicine and Dentistry",2485
2007,"Imperial College London","Subjects allied to Medicine",875
2007,"Imperial College London","Biological Sciences",1335
2007,"Imperial College London","Physical Sciences",2245
2007,"Imperial College London","Mathematical Sciences",1900
2007,"Imperial College London","Engineering",4170
2007,"Imperial College London","Computer Sciences",710
2007,"Imperial College London","Technologies",185
2007,"Imperial College London","Combined sciences",685
2007,"Imperial College London","Sciences combined with Social Sciences or Arts",60
2007,"Islamic College for Advanced Studies","History and Philosophical studies",40
2007,"Keele University","Medicine and Dentistry",1275
2007,"Keele University","Subjects allied to Medicine",2190
2007,"Keele University","Biological Sciences",575
2007,"Keele University","Physical Sciences",720
2007,"Keele University","Mathematical Sciences",165
2007,"Keele University","Computer Sciences",115
2007,"Keele University","Technologies",95
2007,"Keele University","Social Studies",920
2007,"Keele University","Law",805
2007,"Keele University","Business and Admin studies",420
2007,"Keele University","Mass Communication and Documentation",10
2007,"Keele University","Linguistics, Classics and related",10
2007,"Keele University","Non-European Languages, Literature and related",45
2007,"Keele University","History and Philosophical studies",55
2007,"Keele University","Education",5
2007,"Keele University","Combined arts",545
2007,"Keele University","Combined sciences",505
2007,"Keele University","Combined social sciences",690
2007,"Keele University","Sciences combined with Social Sciences or Arts",1335
2007,"Keele University","Social Sciences combined with Arts",865
2007,"Keele University","General, other combined and unknown",35
2007,"Kensington College of Business","Business and Admin studies",110
2007,"The University of Kent","Subjects allied to Medicine",305
2007,"The University of Kent","Biological Sciences",2410
2007,"The University of Kent","Veterinary Sciences, Agriculture and related",5
2007,"The University of Kent","Physical Sciences",735
2007,"The University of Kent","Mathematical Sciences",270
2007,"The University of Kent","Engineering",370
2007,"The University of Kent","Computer Sciences",540
2007,"The University of Kent","Architecture, Building and Planning",580
2007,"The University of Kent","Social Studies",3005
2007,"The University of Kent","Law",2325
2007,"The University of Kent","Business and Admin studies",3305
2007,"The University of Kent","Linguistics, Classics and related",1065
2007,"The University of Kent","European Languages, Literature and related",300
2007,"The University of Kent","Non-European Languages, Literature and related",110
2007,"The University of Kent","History and Philosophical studies",1350
2007,"The University of Kent","Creative Arts and Design",1635
2007,"The University of Kent","Combined arts",825
2007,"The University of Kent","Combined sciences",170
2007,"The University of Kent","Combined social sciences",790
2007,"The University of Kent","Sciences combined with Social Sciences or Arts",840
2007,"The University of Kent","Social Sciences combined with Arts",485
2007,"King's College London (University of London)","Medicine and Dentistry",6655
2007,"King's College London (University of London)","Subjects allied to Medicine",5295
2007,"King's College London (University of London)","Biological Sciences",675
2007,"King's College London (University of London)","Physical Sciences",695
2007,"King's College London (University of London)","Mathematical Sciences",1120
2007,"King's College London (University of London)","Engineering",1160
2007,"King's College London (University of London)","Computer Sciences",720
2007,"King's College London (University of London)","Social Studies",625
2007,"King's College London (University of London)","Law",3100
2007,"King's College London (University of London)","Business and Admin studies",3685
2007,"King's College London (University of London)","Mass Communication and Documentation",215
2007,"King's College London (University of London)","Linguistics, Classics and related",1860
2007,"King's College London (University of London)","European Languages, Literature and related",950
2007,"King's College London (University of London)","Non-European Languages, Literature and related",175
2007,"King's College London (University of London)","History and Philosophical studies",1865
2007,"King's College London (University of London)","Creative Arts and Design",435
2007,"King's College London (University of London)","Combined arts",980
2007,"King's College London (University of London)","Combined sciences",1920
2007,"King's College London (University of London)","Sciences combined with Social Sciences or Arts",185
2007,"King's College London (University of London)","Social Sciences combined with Arts",255
2007,"Kingston University","Subjects allied to Medicine",3055
